tipster_id,sport_id,bookie_id,bet_type,sub_type,competition,event,pick,stake,odds,event_date,analysis,screenshot_path,status,result,profit
5,1,1,pre_match,simple,Clasificación Eurocopa,Luxemburgo - Eslovaquia,Mas de 4.5 tarjetas,1.0,2.05,2023-10-16,Análisis generado automáticamente.,picks/5/placeholder.webp,won,1.05,1.05
5,1,4,pre_match,simple,Clasificación Eurocopa,Islandia - Lietchtenstein,Menos de 3.5 amarillas,1.0,1.68,2023-10-16,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.68,0.68
5,1,3,pre_match,simple,Clasificación Eurocopa,Gibraltar - Irlanda,Menos de 3.0 tarjetas,1.0,1.9,2023-10-16,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,7,pre_match,simple,Clasificación Europeo U21,Gibraltar sub21 - Paises Bajos sub21,Mas de 13.5 corners,0.5,3.75,2023-10-17,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-0.5,-0.5
5,1,3,pre_match,simple,Clasificación Europeo U21,Kazakhstan sub21 - España sub21,Ambos no marcan,1.0,1.7,2023-10-17,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.7,0.7
5,1,6,pre_match,combined,Clasificación Europeo U21 Clasificación Eurocopa,Gibraltar sub 21 - Paises Bajos sub 21  Francia sub 21 - Chipre sub 21,Ambos no marcan Ambos no marcan,1.0,1.79,2023-10-17,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.79,0.79
5,1,3,pre_match,combined,Clasificación Eurocopa Clasificación Eurocopa,Islandia - Liechtenstein  San Marino - Dinamarca,No marcan ambos Crear apuesta: Dinamarca marca en ambas partes + ambos no marcan,1.0,1.71,2023-10-17,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,7,pre_match,simple,Copa Bwin (Taça da Liga),Olivais - Sporting Portugal,Ambos no marcan,1.0,1.52,2023-10-21,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,6,pre_match,simple,LaLiga EA Sports,Real Sociedad - Mallorca,Gana Real Sociedad,1.0,1.6,2023-10-21,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.6,0.6
5,1,4,pre_match,simple,LaLiga EA Sports,Sevilla - Real Madrid,Navas 1 o mas faltas,1.0,1.85,2023-10-21,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.85,0.85
5,1,10,pre_match,combined,Premier League Premier League,Manchester City - Brighton  Sheffield United - Manchester United,Gana Manchester City Sheffield mas de 6.5 tiros,1.0,1.75,2023-10-21,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.75,0.75
5,1,2,pre_match,simple,Premier League,Forest - Luton,Nakamba 39 o mas pases,1.0,1.84,2023-10-21,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.84,0.84
5,1,4,pre_match,simple,LaLiga EA Sports,Barcelona - Athletic Club,Joao Cancelo 1 o mas remates,1.0,1.72,2023-10-22,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.72,0.72
5,1,3,pre_match,combined,Premier League,Forest - Luton  Girona - Almería,Luton mas de 7.5 remates Almería gana con handicap 2.0,1.0,1.75,2023-10-22,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,5,pre_match,combined,Clasificación UEFA Champions League Clasificación UEFA Champions League,Barcelona - Shakthar Donetsk  Celtic de Glasgow - Atlético de Madrid,Shakthar mas de 5.5 remates Atlético de Madrid empata o gana,1.0,1.82,2023-10-25,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.82,0.82
5,1,2,pre_match,combined,Clasificación UEFA Champions League Clasificación UEFA Champions League,Inter de Milan - Salzburgo  Antwerp - Porto,Salzburgo mas de 6.5 remates Porto empata o gana,1.0,1.62,2023-10-25,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.62,0.62
5,1,5,pre_match,simple,LaLiga EA Sports,Barcelona - Real Madrid,Crear apuesta: Araujo mas de 0.5 entradas + Carvajal mas de 0.5 faltas,1.0,1.66,2023-10-28,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.66,0.66
5,1,9,pre_match,simple,Premier League,West Ham - Everton,Jarrad Branthwaite 41 o mas pases,1.0,1.6,2023-10-29,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.6,0.6
5,1,4,pre_match,combined,Copa del Rey Copa del Rey,Peña Deportiva - Valladoid  Europa - Elche,Se clasifica el Valladolid Se clasifica el Elche,1.0,1.67,2023-11-01,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.67,0.67
5,1,7,pre_match,simple,Copa del Rey,Badalona Futur - Cadiz,Cadiz mas de 1.5 goles,1.0,1.7,2023-11-01,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,7,pre_match,simple,Copa del Rey,San Roque de Lepe - Girona,Mas de 8.5 corners,1.0,1.6,2023-11-01,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.6,0.6
5,1,5,pre_match,simple,Copa del Rey,Tardienta - Getafe,Ambos no marcan,1.0,1.8,2023-11-01,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.8,0.8
5,1,10,pre_match,combined,Copa del Rey Copa del Rey,Turregano - Celta  Boiro - Mallorca,Ambos no marcan Ambos no marcan,1.0,1.76,2023-11-01,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.76,0.76
5,1,3,pre_match,simple,Copa del Rey,Quintanar de la orden - Sevilla,Ambos no marcan,1.0,1.9,2023-11-01,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.9,0.9
5,1,10,pre_match,combined,Copa del Rey Copa del Rey,Hernan Cortes - Betis  Rubi - Athletic,Ambos no marcan Ambos no marcan,1.0,1.74,2023-11-01,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,4,pre_match,simple,Copa del Rey,Buñol - Real Sociedad,Ambos no marcan,1.0,1.52,2023-11-01,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.52,0.52
5,1,6,pre_match,simple,Copa del Rey,Deportivo Murcia - Alavés,Ambos no marca,1.0,2.5,2023-11-02,Análisis generado automáticamente.,picks/5/placeholder.webp,won,1.5,1.5
5,1,3,pre_match,simple,Premier League,Brentford - West Ham,Soucek 25 o mas pases,1.0,1.82,2023-11-04,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.82,0.82
5,1,10,pre_match,combined,LaLiga EA Sports LaLiga EA Sports,Osasuna - Girona  Alavés - Almería,Osasuna mas de 0.5 goles Mas de 3.5 tarjetas,1.0,1.57,2023-11-04,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.57,0.57
5,1,8,pre_match,combined,Ligue 1 LaLiga EA Sports,PSG - Montpellier  Real Madrid - Rayo Vallecano,Gana el PSG Gana el Real Madrid,1.0,1.6,2023-11-05,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,4,pre_match,simple,LaLiga EA Sports,Getafe - Cádiz,Mas de 8.5 tarjetas,0.25,3.25,2023-11-06,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-0.25,-0.25
5,1,7,pre_match,combined,Clasificación UEFA Champions League Clasificación UEFA Champions League,Borussia Dortmund - Newcastle United  Porto - Antwerp,Gana el Borussia con handicap +1.0 Gane el Porto,1.0,1.63,2023-11-07,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.63,0.63
5,1,7,pre_match,simple,Clasificación UEFA Champions League,Arsenal - Sevilla,Adriá Pedrosa 1 o mas faltas,1.0,1.91,2023-11-08,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,6,pre_match,combined,Clasificación UEFA Champions League Clasificación UEFA Champions League,Real Madrid - Sporting de Braga  Real Betis - Aris de Salonica,Gana el Real Madrid Gana el Real Betis,1.0,1.59,2023-11-09,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.59,0.59
5,1,7,pre_match,combined,Premier League LaLiga EA Sports,Manchester United - Luton Town  Almería - Real Sociedad,Gana Manchester United Real Sociedad empata o gana,1.0,1.61,2023-11-11,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.61,0.61
5,1,4,pre_match,simple,LaLiga EA Sports,Real Madrid - Valencia,Gabriel Paulista 1 o mas faltas,1.0,1.67,2023-11-11,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.67,0.67
5,1,8,pre_match,simple,Premier League,Bournemouth - Newcastle,Crear apuesta (mirar explicación),1.0,1.75,2023-11-11,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,8,pre_match,simple,LaLiga EA Sports,Sevilla - Betis,Mas de 6.5 tarjetas,1.0,1.83,2023-11-12,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,9,pre_match,combined,LaLiga EA Sports LaLiga EA Sports,Granada - Getafe  Barcelona - Alavés,Mas de 4.5 tarjetas Gana el Barcelona,1.0,1.5,2023-11-12,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.5,0.5
5,1,2,pre_match,simple,LaLiga EA Sports,Alaves - Granada,Crear apuesta (Leer descripción),1.0,1.57,2023-11-24,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.57,0.57
5,1,9,pre_match,simple,Premier League,Sheffield Untied - Bournemouth,Adam Smith 35 o mas pases COMPLETADOS,0.25,3.55,2023-11-25,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.64,0.64
5,1,7,pre_match,simple,LaLiga EA Sports,Getafe - Almería,Mas de 8.5 tarjetas,0.25,4.0,2023-11-25,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-0.25,-0.25
5,1,8,pre_match,simple,Premier League,Sheffield United - Bournemouth,Ryan Christie 35 o mas pases,1.0,1.84,2023-11-25,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.84,0.84
5,1,3,pre_match,simple,Taça de Portugal,Sporting CP - Dumiense,Ambos no marcan,1.0,1.63,2023-11-26,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.63,0.63
5,1,9,pre_match,combined,Premier League LaLiga EA Sports,Tottenham - Aston Villa  Cadiz - Real Madrid,Gana Aston VIlla +1.0 Cadiz mas de 6.5 remates,1.0,1.56,2023-11-26,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.56,0.56
5,1,6,pre_match,simple,UEFA Champions League,Barcelona - Porto,Crear apuesta (Mirar descripción),1.0,1.57,2023-11-28,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.57,0.57
5,1,5,pre_match,simple,UEFA Europa League,Molde - Qarabag,Mas de 3.5 amarillas,1.0,1.76,2023-11-30,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.76,0.76
5,1,8,pre_match,simple,LaLiga EA Sports,Athletic Club - Rayo Vallecano,Iñigo Lekue 1 o mas faltas,1.0,1.8,2023-12-02,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,2,pre_match,simple,LaLiga EA Sports,Sevilla - Villarreal,Crear apuesta: Leer descripción,1.0,1.61,2023-12-03,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.61,0.61
5,1,2,pre_match,simple,LaLiga EA Sports,FC Barcelona - Atlético de Madrid,Nahuel Molina 1 o mas faltas,1.0,1.7,2023-12-03,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,9,pre_match,simple,LaLiga EA Sports,FC Barcelona - Atletico de Madrid,Raphinha 1 o mas faltas,1.0,1.7,2023-12-03,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,2,pre_match,combined,LaLiga EA Sports Premier League,Real Madrid - Granada  Manchester City - Tottenham,Granada mas de 5.5 remates Gana Manchester City,1.0,1.65,2023-12-03,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,7,pre_match,simple,Copa del Rey,Villanovense - Real Betis,Gana el Betis con handicap -1.5,1.0,1.61,2023-12-06,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,9,pre_match,simple,LaLiga EA Sports,Andratx - Real Sociedad,Gana la Real Sociedad con handicap -1.5,1.0,1.66,2023-12-06,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,10,pre_match,combined,Premier League Premier League,Everton - Newcastle  Tottenham - West Ham,Idrissa Gueye mas de 0.5 faltas Gio Lo Celso mas de 0.5 remates,1.0,1.66,2023-12-07,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.66,0.66
5,1,9,pre_match,simple,Premier League,Luton - Manchester City,Grealish mas de 0.5 remates a puerta,1.0,1.68,2023-12-10,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.68,0.68
5,1,4,pre_match,simple,Premier League,Tottenham - Newcastle,Crear apuesta: Pedro Porro y Trippier cometen falta,1.0,1.8,2023-12-10,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.8,0.8
5,1,9,pre_match,simple,UEFA Champions League,Inter de Milan - Real Sociedad,Real Sociedad handicap asiatico +1.0,1.0,1.5,2023-12-12,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.5,0.5
5,1,3,pre_match,simple,UEFA Champions League,Copenhague - Galatasaray,Crear apuesta,1.0,1.61,2023-12-12,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,2,pre_match,simple,UEFA Champions League,PSV - Arsenal,Crear apuesta: Leer descripción,1.0,1.66,2023-12-12,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.66,0.66
5,1,8,pre_match,combined,UEFA Champions League UEFA Champions League,Copenhague - Galatasaray  Salzburgo - Benfica,Mas de 23.5 remates Mas de 21.5 remates,1.0,1.73,2023-12-12,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.73,0.73
5,1,3,pre_match,simple,UEFA Champions League,Amberes - Barcelona,Crear apuestas,1.0,1.61,2023-12-13,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,5,pre_match,combined,UEFA Champions League UEFA Champions League,Napoli - Braga  Newcastle - Milan,Braga mas de 7.5 remates Mas de 22.5 remates,1.0,1.5,2023-12-13,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.5,0.5
5,1,6,pre_match,simple,UEFA Europa Conference League,Mostar - Aston Villa,Menos de 3.5 tarjetas,1.0,1.8,2023-12-14,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,6,pre_match,combined,Premier League LaLiga EA Sports,Burnley - Everton  Sevilla - Getafe,Sander Berge mas de 0.5 faltas cometidas Mas de 4.5 tarjetas,1.0,1.66,2023-12-16,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.66,0.66
5,1,9,pre_match,combined,Premier League LaLiga EA Sports,Burnley - Everton  Valencia - Barcelona,Josh Brownhill mas de 0.5 faltas cometidas Barcelona gana con handicap asiatico +0.5,1.0,1.58,2023-12-16,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.58,0.58
5,1,2,pre_match,simple,Premier League,Athletic Club - Atletico de Madrid,Iñigo Lekue 1 o mas faltas,1.0,1.83,2023-12-16,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.83,0.83
5,1,3,pre_match,combined,LaLiga EA Sports LaLiga EA Sports,Osasuna - Rayo Vallecano  Valencia - Barcelona,Mas de 1.5 goles Gana el Barcelona con handicap +0.5,1.0,1.75,2023-12-16,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,6,pre_match,simple,LaLiga EA Sports,Real Madrid - Villarreal,Crear apuesta: Leer descripción,1.0,1.62,2023-12-17,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,4,pre_match,combined,LaLiga EA Sports LaLiga EA Sports,Athletic Club - Atletico de Madrid  Real Madrid - Villarreal,Gana Atletico con handicap +1.0 Villarreal mas de 6.5 remates,1.0,1.68,2023-12-17,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,1,pre_match,simple,LaLiga EA Sports,Rayo Vallecano - Valencia,Mas de 2.0 goles,1.0,1.89,2023-12-19,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,3,pre_match,simple,LaLiga EA Sports,Barcelona - Almeria,Fermin 36 o mas pases,1.0,1.8,2023-12-20,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,2,pre_match,simple,Premier League,West Ham United - Manchester United,Crear apuesta: Mirar descripción,1.0,1.66,2023-12-23,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.66,0.66
5,1,10,pre_match,simple,Premier League,West Ham United - Manchester United,Garnacho 25 o mas pases,1.0,1.82,2023-12-23,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,4,pre_match,simple,Premier League,Liverpool - Arsenal,Crear apuesta: Leer descripción,1.0,1.61,2023-12-23,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.61,0.61
5,1,5,pre_match,simple,Premier League,Tottenham - Everton,Kulusevski recibe 1 o mas faltas,1.0,1.62,2023-12-23,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.62,0.62
5,1,3,pre_match,simple,Premier League,West Ham United - Manchester United,Crear apuesta: Leer descripción,1.0,1.66,2023-12-23,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,6,pre_match,simple,Premier League,Sheffield Untied - Luton Town,Anel Ahmedhodzic 40 o mas pases,1.0,1.8,2023-12-26,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,5,pre_match,combined,Premier League Premier League,Newcastle - Nott Forest  Man United - Aston Villa,Trippier mas 0.5 entradas Emi Martinez mas de 1.5 paradas,1.0,1.5,2023-12-26,Análisis generado automáticamente.,picks/5/placeholder.webp,won,0.5,0.5
5,1,7,pre_match,simple,Premier League,Man United - Aston Villa,Crear apuesta: Leer descripción,1.0,1.66,2023-12-26,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
5,1,9,pre_match,simple,LaLiga EA Sports,Getafe - Rayo Vallecano,Lejeune 1 o mas faltas,1.0,1.7,2024-01-02,Análisis generado automáticamente.,picks/5/placeholder.webp,lost,-1.0,-1.0
